iter	MAE
320	1.395808011e-09
321	1.256227633e-09
322	1.130605148e-09
323	1.017545062e-09
324	9.157911237e-10
325	8.242121571e-10
326	7.417913751e-10
327	6.676128854e-10
328	6.008517644e-10
329	5.407669072e-10
330	4.866911113e-10
331	4.380221743e-10
332	3.942201186e-10
333	3.547981945e-10
334	3.193183602e-10
335	2.873866356e-10
336	2.586484467e-10
337	2.327840423e-10
338	2.095053022e-10
339	1.885553625e-10
340	1.69700091e-10
341	1.527302592e-10
342	1.374575456e-10
343	1.237121554e-10
344	1.11341301e-10
345	1.002075092e-10
346	9.018747579e-11
347	8.116895722e-11
348	7.305248445e-11
349	6.574710246e-11
350	5.917249007e-11
351	5.325549401e-11
352	4.793038561e-11
353	4.313783036e-11
354	3.882489494e-11
355	3.494288217e-11
356	3.144882643e-11
357	2.830436605e-11
358	2.547431735e-11
359	2.292742757e-11
360	2.063491417e-11
361	1.857155427e-11
362	1.671495953e-11
363	1.504382061e-11
364	1.354037393e-11
365	1.218720982e-11
366	1.096904537e-11
367	9.873095647e-12
368	8.885857578e-12
369	7.997741608e-12
370	7.198773078e-12
371	6.479740605e-12
372	5.832473643e-12
373	1.132971783e-10
374	4.725525776e-12
375	4.253760788e-12
376	3.828892315e-12
377	3.446659874e-12
378	3.102438695e-12
379	2.793040355e-12
380	2.514554787e-12
381	2.263779692e-12
382	2.038224006e-12
383	1.835056662e-12
384	1.652490894e-12
385	1.488042578e-12
386	1.339935357e-12
387	1.206757167e-12
388	1.086721241e-12
389	1.312231058e-09
390	9.696212411e-13
391	1.925206409e-09
392	1.732685952e-09
393	1.559418017e-09
394	1.403476667e-09
395	1.263129242e-09
396	1.136816816e-09
397	1.023135713e-09
398	9.208225798e-10
399	8.287409007e-10
400	7.458675016e-10
401	6.712811611e-10
402	1.84920677e-09
403	5.437384728e-10
404	4.893652967e-10
405	1.061406309e-09
406	3.963862487e-10
407	2.037181268e-09
408	4.371541254e-09
409	3.210205059e-09
410	2.889345066e-10
411	2.600413652e-10
412	4.828051874e-10
413	2.106338108e-10
414	1.895705e-10
415	1.70613591e-10
416	1.535524122e-10
417	1.837176189e-09
418	1.243775587e-10
419	7.894855699e-10
420	4.266713711e-10
421	3.840043692e-10
422	3.456041764e-10
423	3.110441133e-10
424	2.799401293e-10
425	2.519458349e-10
426	2.267510789e-10
427	5.475039728e-10
428	1.836687912e-10
429	1.653019935e-10
430	1.487719523e-10
431	3.025918614e-10
432	2.72332719e-10
433	1.382777671e-09
434	1.244500053e-09
435	1.120049953e-09
436	1.521490735e-09
437	6.115771579e-09
438	0
439	0
440	2.723602175e-09
441	2.45124194e-09
442	2.206117533e-09
443	1.985506129e-09
444	1.786955307e-09
445	1.608259887e-09
446	1.447433903e-09
447	1.302690342e-09
448	1.172421251e-09
449	1.055179257e-09
450	9.496612153e-10
451	1.803147721e-09
452	7.692253615e-10
453	1.114947529e-09
454	9.531741318e-10
455	5.607646684e-10
456	5.046883234e-10
457	4.542192258e-10
458	8.516433203e-10
459	3.679174961e-10
460	3.311256349e-10
461	2.980129591e-10
462	2.682117767e-10
463	6.407323658e-10
464	3.638586796e-09
465	4.40142731e-09
466	3.961284479e-09
467	3.565155869e-09
468	3.208640014e-09
469	3.108002413e-09
470	5.632404187e-09
471	0
472	5.274959749e-10
473	9.160545286e-09
474	8.244490856e-09
475	7.420042121e-09
476	6.67803767e-09
477	6.010234132e-09
478	5.409210956e-09
479	4.868289732e-09
480	4.381461078e-09
481	5.743922193e-09
482	4.546460908e-09
483	3.966925236e-09
484	3.445343205e-09
485	3.069253942e-09
486	1.718530942e-09
487	9.301658345e-09
488	8.523005322e-09
489	7.670704359e-09
490	6.903634431e-09
491	6.213271494e-09
492	6.394417752e-09
493	5.032749928e-09
494	4.529474687e-09
495	4.076527202e-09
496	3.668873964e-09
497	3.503320641e-09
498	2.971787961e-09
499	2.674609193e-09
500	2.407147821e-09
501	2.166433046e-09
502	1.949790394e-09
503	1.754811122e-09
504	1.579329854e-09
505	1.634809958e-09
506	1.471329045e-09
507	1.324196305e-09
508	1.191776775e-09
509	1.072599284e-09
510	9.653390104e-10
511	8.68805448e-10
512	7.819246052e-10
513	7.037322845e-10
514	6.333587789e-10
515	5.700224843e-10
516	5.130203209e-10
517	4.617181293e-10
518	4.155464066e-10
519	3.739918065e-10
520	3.36592806e-10
521	3.029341051e-10
522	2.726408858e-10
523	2.453767123e-10
524	2.208392464e-10
525	1.987552798e-10
526	1.78880036e-10
527	1.609918312e-10
528	5.218589253e-10
529	7.366485775e-10
530	5.097645461e-09
531	5.966852866e-10
532	3.164745167e-09
533	4.83314793e-10
534	1.088252703e-09
535	2.195826583e-09
536	3.461822313e-09
537	3.115640299e-09
538	2.804076653e-09
539	3.568735722e-09
540	2.271301974e-09
541	2.044171046e-09
542	1.839754735e-09
543	3.892908467e-09
544	1.490201651e-09
545	1.34118175e-09
546	1.341872515e-09
547	2.079540198e-09
548	1.871586822e-09
549	2.649387067e-09
550	4.21228799e-11
551	1.175319903e-10
552	3.411970539e-11
553	3.070769166e-11
554	3.410377553e-09
555	2.487345232e-11
556	2.859490474e-09
557	7.847832827e-10
558	7.063049235e-10
559	9.307246201e-09
560	5.721072497e-10
561	5.148961458e-10
562	6.442419107e-09
563	4.170654508e-10
564	3.753587329e-10
565	5.656819953e-10
566	4.444999675e-09
567	2.364039651e-09
568	2.127635702e-09
569	1.914872222e-09
570	4.096019539e-09
571	1.551046683e-09
572	1.395941983e-09
573	1.256347716e-09
574	1.130712762e-09
575	2.080750878e-09
576	1.810923966e-09
577	8.242894727e-10
578	7.418604993e-10
579	6.676741825e-10
580	6.009066431e-10
581	7.39645012e-10
582	4.867341869e-10
583	4.380606113e-10
584	3.942546143e-10
585	3.548290924e-10
586	3.193460384e-10
587	7.216211588e-10
588	2.586703552e-10
589	2.328034147e-10
590	2.095228705e-10
591	1.885707624e-10
592	1.697136902e-10
593	2.879084992e-10
594	1.374678835e-10
595	1.237210222e-10
596	1.113490646e-10
597	1.002141799e-10
598	9.01927067e-11
599	8.117379955e-11
600	4.977930717e-10
601	6.575079292e-11
602	5.917617013e-11
603	4.007410863e-10
604	8.828536905e-10
605	3.997667741e-09
606	2.166624441e-11
607	4.03215835e-12
608	2.608658525e-09
609	2.347792723e-09
610	2.113013059e-09
611	1.901711513e-09
612	1.711540103e-09
613	1.540386005e-09
614	1.386347467e-09
615	2.719904799e-09
616	1.12294186e-09
617	1.010647704e-09
618	9.095829707e-10
619	8.186246465e-10
620	7.367623379e-10
621	6.630858355e-10
622	1.028616766e-09
623	5.370998812e-10
624	4.833896123e-10
625	4.350506961e-10
626	3.915456077e-10
627	3.523911745e-10
628	3.171521892e-10
629	2.854371419e-10
630	8.289356894e-10
631	2.312043153e-10
632	2.080836398e-10
633	1.872750731e-10
634	1.490458643e-09
635	1.516925779e-10
636	1.365235695e-10
637	1.228712124e-10
638	1.105841661e-10
639	1.17535513e-09
640	1.695414174e-09
641	4.085986611e-10
642	1.011986259e-13
643	3.036762469e-09
644	2.733086093e-09
645	2.459777613e-09
646	2.213800156e-09
647	1.992420273e-09
648	1.793178057e-09
649	1.613860177e-09
650	1.750829294e-09
651	1.307226916e-09
652	1.819300384e-09
653	1.05885425e-09
654	9.529688315e-10
655	8.576719258e-10
656	7.719048136e-10
657	6.9471466e-10
658	6.252431343e-10
659	7.77309957e-10
660	5.064471612e-10
661	4.558025269e-10
662	4.102222894e-10
663	3.692001905e-10
664	3.322804073e-10
665	2.990522509e-10
666	2.691473009e-10
667	7.278019769e-10
668	2.180095749e-10
669	8.285479075e-10
670	1.76587813e-10
671	1.589294209e-10
672	1.430367275e-10
673	1.287331622e-10
674	1.158599216e-10
675	1.042741823e-10
676	2.689716862e-10
677	8.446250913e-11
678	7.601630359e-11
679	6.841457878e-11
680	6.157313471e-11
681	2.941101079e-10
682	4.987478755e-11
683	4.488750266e-11
684	4.039902016e-11
685	3.63592447e-11
686	3.272376737e-11
687	2.945173195e-11
688	2.243493031e-10
689	2.385659301e-11
690	2.147131701e-11
691	1.93244267e-11
692	1.739212169e-11
693	1.565308222e-11
694	1.408812573e-11
695	1.267948863e-11
696	4.957476167e-10
697	1.027113386e-11
698	9.244413488e-12
699	8.320367926e-12
700	7.488692919e-12
701	6.740149331e-12
702	6.066570083e-12
703	5.460135042e-12
704	1.051169526e-09
705	8.68798208e-10
706	3.981540018e-12
707	3.583649964e-12
708	3.225550997e-12
709	4.96761854e-10
710	2.613446879e-12
711	2.352336302e-12
712	1.92016082e-09
713	1.040584834e-09
714	1.715734419e-12
715	1.544506804e-12
716	1.39033499e-12
717	9.425778952e-10
718	1.126754166e-12
719	1.014503679e-12
720	9.13265217e-13
721	1.755370152e-09
722	2.23900551e-10
723	6.663967191e-13
724	5.999741572e-13
725	5.403031391e-13
726	4.866724281e-13
727	3.390201905e-10
728	3.946869811e-13
729	1.138185178e-09
730	3.204651025e-13
731	2.888619102e-13
732	2.604540785e-13
733	2.345338404e-13
734	1.246470195e-09
735	1.90510028e-13
736	1.716952172e-13
737	1.546567632e-13
738	1.39394666e-13
739	8.189446761e-10
740	1.134883056e-13
741	1.024901588e-13
742	9.255713219e-14
743	8.368922578e-14
744	1.241754895e-10
745	6.844100642e-14
746	6.206069348e-14
747	5.603426412e-14
748	5.071907139e-14
749	1.137302372e-10
750	4.186504277e-14
751	3.797232329e-14
752	3.44334874e-14
753	3.125200454e-14
754	3.929519223e-11
755	2.59506896e-14
756	2.694961554e-09
757	7.369021991e-10
758	3.825700125e-09
759	3.443130423e-09
760	3.098817768e-09
761	2.788936238e-09
762	2.510042896e-09
763	4.847620827e-09
764	4.362859089e-09
765	5.830907783e-09
766	3.80570017e-09
767	3.42513031e-09
768	3.08261784e-09
769	3.648554389e-09
770	2.496921095e-09
771	2.247229318e-09
772	2.823954358e-09
773	9.169979308e-10
774	2.680177196e-09
775	2.412159393e-09
776	2.774674603e-09
777	1.953849004e-09
778	1.758463962e-09
779	2.7348629e-09
780	1.424355777e-09
781	1.281920047e-09
782	2.124654357e-09
783	1.038355267e-09
784	9.345197715e-10
785	2.658736036e-09
786	7.569608317e-10
787	6.812645769e-10
788	6.999003825e-10
789	3.567069914e-09
790	2.088883933e-09
791	4.469777092e-10
792	4.022799637e-10
793	3.620518928e-10
794	1.286278842e-09
795	2.932617803e-10
796	2.639355445e-10
797	2.375420737e-10
798	2.137879362e-10
799	6.420355811e-10
